ccy,date,rate
ILS,2015-01-14,0.25678555838019673
INR,2015-01-14,0.016104356228359772
JPY,2015-01-14,0.00855431993156544
KRW,2015-01-14,0.0009241973346148868
MYR,2015-01-14,0.2782415136338342
NOK,2015-01-14,0.1307770773938744
NZD,2015-01-14,0.7730962504831851
PLN,2015-01-14,0.2768319353320599
RUB,2015-01-14,0.01512657921487003
SAR,2015-01-14,0.2664464043057739
SEK,2015-01-14,0.12392955843898328
SGD,2015-01-14,0.7499062617172854
THB,2015-01-14,0.03053435114503817
TRY,2015-01-14,0.4383849896979528
TWD,2015-01-14,0.0314381376047283
USD,2015-01-14,1.0
ZAR,2015-01-14,0.08744698526518299
AUD,2015-01-15,0.8227743952608194
CAD,2015-01-15,0.8392077878482712
CHF,2015-01-15,1.100473203477495
CNY,2015-01-15,0.16162922256343945
CZK,2015-01-15,0.04144424919598157
DKK,2015-01-15,0.15586277840988794
EUR,2015-01-15,1.1586531169422114
GBP,2015-01-15,1.5167602002123464
HKD,2015-01-15,0.12896735836159867
HUF,2015-01-15,0.003609657421852722
ILS,2015-01-15,0.2548160228315157
INR,2015-01-15,0.016113438607798902
JPY,2015-01-15,0.008555051758063136
KRW,2015-01-15,0.0009264234496303568
MYR,2015-01-15,0.28062298302230954
NOK,2015-01-15,0.13070528572175458
NZD,2015-01-15,0.7771819382917541
PLN,2015-01-15,0.26916451335055985
RUB,2015-01-15,0.015390819068609196
SAR,2015-01-15,0.2664180098574664
SEK,2015-01-15,0.1228682361036025
SGD,2015-01-15,0.7525020693806909
THB,2015-01-15,0.030553009471432937
TRY,2015-01-15,0.4353504571179799
TWD,2015-01-15,0.03156964263164541
USD,2015-01-15,1.0
ZAR,2015-01-15,0.0869164645858865
AUD,2015-01-16,0.8200754469411186
CAD,2015-01-16,0.8351428094204109
CHF,2015-01-16,1.1721955222131049
CNY,2015-01-16,0.1611214049786514
CZK,2015-01-16,0.04118463483643522
DKK,2015-01-16,0.15465751094201888
EUR,2015-01-16,1.1493123772102165
GBP,2015-01-16,1.5112588786459122
HKD,2015-01-16,0.12896735836159867
HUF,2015-01-16,0.003594483330763278
ILS,2015-01-16,0.254317031611607
INR,2015-01-16,0.01616292225634395
JPY,2015-01-16,0.008499787505312367
KRW,2015-01-16,0.00092694728450793
MYR,2015-01-16,0.2810172825628776
NOK,2015-01-16,0.13121809760002098
NZD,2015-01-16,0.7768197001475957
PLN,2015-01-16,0.2664393051262922
RUB,2015-01-16,0.015368065160596285
SAR,2015-01-16,0.26633995632024715
SEK,2015-01-16,0.1226181425803762
SGD,2015-01-16,0.7533524182612626
THB,2015-01-16,0.03070310101320233
TRY,2015-01-16,0.42843065849792217
TWD,2015-01-16,0.03176418270757893
USD,2015-01-16,1.0
ZAR,2015-01-16,0.08630138168512078
AUD,2015-01-19,0.8218952905399852
CAD,2015-01-19,0.8361903169161301
CHF,2015-01-19,1.1427265455376532
CNY,2015-01-19,0.1607975558771507
CZK,2015-01-19,0.041652955902015586
DKK,2015-01-19,0.15647982974994526
EUR,2015-01-19,1.1632560254661213
GBP,2015-01-19,1.5158405335758682
HKD,2015-01-19,0.1289756751876596
HUF,2015-01-19,0.003638524258223156
ILS,2015-01-19,0.2555583950932788
INR,2015-01-19,0.016221915808256954
JPY,2015-01-19,0.008508465923593975
KRW,2015-01-19,0.0009266638248976037
MYR,2015-01-19,0.2799944001119978
NOK,2015-01-19,0.1310976808820252
NZD,2015-01-19,0.7776049766718507
PLN,2015-01-19,0.2686366689053056
RUB,2015-01-19,0.015427337241592103
SAR,2015-01-19,0.26629030969563017
SEK,2015-01-19,0.12300576897056473
SGD,2015-01-19,0.7499062617172854
THB,2015-01-19,0.030674846625766868
TRY,2015-01-19,0.4282838665467472
TWD,2015-01-19,0.031750063500127004
USD,2015-01-19,1.0
ZAR,2015-01-19,0.08585164835164835
AUD,2015-01-20,0.8177952240758913
CAD,2015-01-20,0.8271982794275787
CHF,2015-01-20,1.1394712853236098
CNY,2015-01-20,0.16093470878864444
CZK,2015-01-20,0.04134161819361933
DKK,2015-01-20,0.15571958018001186
EUR,2015-01-20,1.1574228840601732
GBP,2015-01-20,1.51952590791673
HKD,2015-01-20,0.1289856567949644
HUF,2015-01-20,0.003644779764182749
ILS,2015-01-20,0.2543752543752544
INR,2015-01-20,0.016199578810950917
JPY,2015-01-20,0.008450228156160216
KRW,2015-01-20,0.0009189909479391627
MYR,2015-01-20,0.27658691743880515
NOK,2015-01-20,0.1303678982087451
NZD,2015-01-20,0.7695267410542516
PLN,2015-01-20,0.26739397828760897
RUB,2015-01-20,0.015271838729383015
SAR,2015-01-20,0.2662832188315493
SEK,2015-01-20,0.1222882578814782
SGD,2015-01-20,0.7473841554559043
THB,2015-01-20,0.030543677458766037
TRY,2015-01-20,0.4245383145828911
TWD,2015-01-20,0.03157263284185268
USD,2015-01-20,1.0
ZAR,2015-01-20,0.08595274318179864
AUD,2015-01-21,0.8149295085975062
CAD,2015-01-21,0.8139345596614033
CHF,2015-01-21,1.1609008590666356
CNY,2015-01-21,0.16099948480164866
CZK,2015-01-21,0.041436864721067744
DKK,2015-01-21,0.15583363201446138
EUR,2015-01-21,1.1585550181378477
GBP,2015-01-21,1.5114873035066507
HKD,2015-01-21,0.12900895322135356
HUF,2015-01-21,0.0036848468411834687
ILS,2015-01-21,0.25421359025853524
INR,2015-01-21,0.016244314489928524
JPY,2015-01-21,0.008492569002123142
KRW,2015-01-21,0.0009247614115558188
MYR,2015-01-21,0.27670171555063644
NOK,2015-01-21,0.1311957177717719
NZD,2015-01-21,0.7614986293024673
PLN,2015-01-21,0.26981814257190656
RUB,2015-01-21,0.015324496207187191
SAR,2015-01-21,0.2661769011685166
SEK,2015-01-21,0.12206286237412264
SGD,2015-01-21,0.7500750075007501
THB,2015-01-21,0.030693677102516883
TRY,2015-01-21,0.42835724994645535
TWD,2015-01-21,0.03177478035683078
USD,2015-01-21,1.0
ZAR,2015-01-21,0.08711712025647281
AUD,2015-01-22,0.8108984755108659
CAD,2015-01-22,0.8110300081103
CHF,2015-01-22,1.1502185415228894
CNY,2015-01-22,0.16106950148989288
CZK,2015-01-22,0.04097554579426998
DKK,2015-01-22,0.1534071733194244
EUR,2015-01-22,1.1416503243324785
GBP,2015-01-22,1.508523155830442
HKD,2015-01-22,0.1290006321030973
HUF,2015-01-22,0.003648886615227096
ILS,2015-01-22,0.25315814789499
INR,2015-01-22,0.016232448664881098
JPY,2015-01-22,0.008479606546256253
KRW,2015-01-22,0.0009234207197141088
MYR,2015-01-22,0.27766208524226016
NOK,2015-01-22,0.13102897050537873
NZD,2015-01-22,0.7551159102922298
PLN,2015-01-22,0.2684491691498215
RUB,2015-01-22,0.015566625155666253
SAR,2015-01-22,0.2661839863713799
SEK,2015-01-22,0.12208670597858601
SGD,2015-01-22,0.7490636704119851
THB,2015-01-22,0.03071253071253072
TRY,2015-01-22,0.4304778303917348
TWD,2015-01-22,0.03183750139289068
USD,2015-01-22,1.0
ZAR,2015-01-22,0.08777088288731097
AUD,2015-01-23,0.7947230390209012
CAD,2015-01-23,0.8063215610385422
CHF,2015-01-23,1.1392116655274551
CNY,2015-01-23,0.16056776762632669
CZK,2015-01-23,0.04060583911966541
DKK,2015-01-23,0.15109620295241982
EUR,2015-01-23,1.124718256949662
GBP,2015-01-23,1.5026296018031555
HKD,2015-01-23,0.12900895322135356
HUF,2015-01-23,0.0036264272257650406
ILS,2015-01-23,0.2493143854400399
INR,2015-01-23,0.016265452179570594
JPY,2015-01-23,0.008486082824168364
KRW,2015-01-23,0.0009288069474759668
MYR,2015-01-23,0.27766208524226016
NOK,2015-01-23,0.12864714660628826
NZD,2015-01-23,0.7491197842535021
PLN,2015-01-23,0.2672010688042752
RUB,2015-01-23,0.015621338748730769
SAR,2015-01-23,0.2659220848291451
SEK,2015-01-23,0.12086052695189753
SGD,2015-01-23,0.7437709185570844
THB,2015-01-23,0.030674846625766868
TRY,2015-01-23,0.4265301770100233
TWD,2015-01-23,0.03199692829488369
USD,2015-01-23,1.0
ZAR,2015-01-23,0.08778475178861431
AUD,2015-01-26,0.7925186241876684
CAD,2015-01-26,0.8041817450743868
CHF,2015-01-26,1.1137097672346583
CNY,2015-01-26,0.15991045014791716
CZK,2015-01-26,0.04056071127263288
DKK,2015-01-26,0.15111218568665374
EUR,2015-01-26,1.1256773028296208
GBP,2015-01-26,1.5051173991571345
HKD,2015-01-26,0.12899730395634731
HUF,2015-01-26,0.0036192924210930923
ILS,2015-01-26,0.25040691123075
INR,2015-01-26,0.016265452179570594
JPY,2015-01-26,0.008444519506840059
KRW,2015-01-26,0.000925317615271442
MYR,2015-01-26,0.27631942525559544
NOK,2015-01-26,0.1287465238438562
NZD,2015-01-26,0.7416747014759326
PLN,2015-01-26,0.2671082856990224
RUB,2015-01-26,0.015096048609276519
SAR,2015-01-26,0.26611315131193786
SEK,2015-01-26,0.12034852934097146
SGD,2015-01-26,0.74487895716946
THB,2015-01-26,0.03070310101320233
TRY,2015-01-26,0.4255500234052513
TWD,2015-01-26,0.0319351078608268
USD,2015-01-26,1.0
ZAR,2015-01-26,0.08742557897589677
AUD,2015-01-27,0.7952918721170669
CAD,2015-01-27,0.8069722401549386
CHF,2015-01-27,1.1077877478675089
CNY,2015-01-27,0.16017940092904054
CZK,2015-01-27,0.04093043054719893
DKK,2015-01-27,0.1531675039823551
EUR,2015-01-27,1.1401854949064925
GBP,2015-01-27,1.5204500532157519
HKD,2015-01-27,0.1289906481780071
HUF,2015-01-27,0.0036625877647593133
ILS,2015-01-27,0.2535239833688267
INR,2015-01-27,0.01629779327879005
JPY,2015-01-27,0.008511362669163334
KRW,2015-01-27,0.0009292471239801511
MYR,2015-01-27,0.2777392028884877
NOK,2015-01-27,0.12944648682234766
NZD,2015-01-27,0.7466029565477079
PLN,2015-01-27,0.2690124552766793
RUB,2015-01-27,0.014872321123157691
SAR,2015-01-27,0.26595744680851063
SEK,2015-01-27,0.12241999853096006
SGD,2015-01-27,0.7465472191116088
THB,2015-01-27,0.030759766225776686
TRY,2015-01-27,0.42358522534734006
TWD,2015-01-27,0.032173996975644284
USD,2015-01-27,1.0
ZAR,2015-01-27,0.08672801228068654
AUD,2015-01-28,0.7961149590000797
CAD,2015-01-28,0.8035355564483729
CHF,2015-01-28,1.105094485578517
CNY,2015-01-28,0.1600640256102441
CZK,2015-01-28,0.0407797080172906
DKK,2015-01-28,0.15233452662045854
EUR,2015-01-28,1.1340315725561625
GBP,2015-01-28,1.5179113539769276
HKD,2015-01-28,0.12899231205820133
HUF,2015-01-28,0.003629961703904024
ILS,2015-01-28,0.2539295599400726
INR,2015-01-28,0.01629779327879005
JPY,2015-01-28,0.008494011721736175
KRW,2015-01-28,0.0009200986345736263
MYR,2015-01-28,0.2763957987838585
NOK,2015-01-28,0.12864383667378496
NZD,2015-01-28,0.7458233890214797
PLN,2015-01-28,0.2674869600106995
RUB,2015-01-28,0.014767122478513837
SAR,2015-01-28,0.26599281819390874
SEK,2015-01-28,0.1214004758898655
SGD,2015-01-28,0.7394262052647146
THB,2015-01-28,0.03071253071253072
TRY,2015-01-28,0.4203446826397646
TWD,2015-01-28,0.03204357926780421
USD,2015-01-28,1.0
ZAR,2015-01-28,0.0868145987429246
AUD,2015-01-29,0.778816199376947
CAD,2015-01-29,0.7954816641476413
CHF,2015-01-29,1.0887316276537833
CNY,2015-01-29,0.16009477610745562
CZK,2015-01-29,0.0407629187880369
DKK,2015-01-29,0.15229508696049465
EUR,2015-01-29,1.1335745514849993
GBP,2015-01-29,1.5076134479119554
HKD,2015-01-29,0.12899231205820133
HUF,2015-01-29,0.0036470967104281797
ILS,2015-01-29,0.25460841226194114
INR,2015-01-29,0.01618581313478736
JPY,2015-01-29,0.00846955196070128
KRW,2015-01-29,0.0009111534291259305
MYR,2015-01-29,0.27552004408320696
NOK,2015-01-29,0.12812956461573946
NZD,2015-01-29,0.7289161017566879
PLN,2015-01-29,0.2691282934574912
RUB,2015-01-29,0.01448204949964519
SAR,2015-01-29,0.2659220848291451
SEK,2015-01-29,0.12116512383075655
SGD,2015-01-29,0.7399186089530152
THB,2015-01-29,0.030553009471432937
TRY,2015-01-29,0.4154894465680571
TWD,2015-01-29,0.03170878650474047
USD,2015-01-29,1.0
ZAR,2015-01-29,0.0868145987429246
AUD,2015-01-30,0.7791195948578106
CAD,2015-01-30,0.7888923950773115
CHF,2015-01-30,1.0870746820306554
CNY,2015-01-30,0.1600128010240819
CZK,2015-01-30,0.04066892243623113
DKK,2015-01-30,0.1515817556198936
EUR,2015-01-30,1.1283976573059016
GBP,2015-01-30,1.5017269860339388
HKD,2015-01-30,0.12897733868159364
HUF,2015-01-30,0.003629229231554261
ILS,2015-01-30,0.2547251515614652
INR,2015-01-30,0.016125001007812563
JPY,2015-01-30,0.008514261387824606
KRW,2015-01-30,0.0009049773755656108
MYR,2015-01-30,0.27544415369783776
NOK,2015-01-30,0.12898732054639028
NZD,2015-01-30,0.7259001161440186
PLN,2015-01-30,0.2694691457828079
RUB,2015-01-30,0.014201317882299478
SAR,2015-01-30,0.2659362284924075
SEK,2015-01-30,0.12086198769624965
SGD,2015-01-30,0.7389890629618682
THB,2015-01-30,0.03050640634533252
TRY,2015-01-30,0.4098360655737705
TWD,2015-01-30,0.031516908821582784
USD,2015-01-30,1.0
ZAR,2015-01-30,0.0859697386519945
AUD,2015-02-02,0.7819219641879741
CAD,2015-02-02,0.7944704854214666
CHF,2015-02-02,1.0823682216690118
CNY,2015-02-02,0.1597597213790459
CZK,2015-02-02,0.0408279916710897
DKK,2015-02-02,0.15236237868145594
EUR,2015-02-02,1.1342655239813562
GBP,2015-02-02,1.5035333032626672
HKD,2015-02-02,0.12897900221843886
HUF,2015-02-02,0.0036443666655612095
ILS,2015-02-02,0.25436878386284434
INR,2015-02-02,0.016213972552987264
JPY,2015-02-02,0.008528057308545112
KRW,2015-02-02,0.0009085870562687962
MYR,2015-02-02,0.27544415369783776
NOK,2015-02-02,0.13105472845460264
NZD,2015-02-02,0.7304068366079907
PLN,2015-02-02,0.27125264471328603
RUB,2015-02-02,0.014547570555717197
SAR,2015-02-02,0.26627612834509384
SEK,2015-02-02,0.120585078802349
SGD,2015-02-02,0.7399186089530152
THB,2015-02-02,0.030693677102516883
TRY,2015-02-02,0.4111503988158869
TWD,2015-02-02,0.031652581268002404
USD,2015-02-02,1.0
ZAR,2015-02-02,0.08671146759158899
AUD,2015-02-03,0.7688759034291865
CAD,2015-02-03,0.8007046200656578
CHF,2015-02-03,1.0820168794633196
CNY,2015-02-03,0.15981333802119124
CZK,2015-02-03,0.04119685091271623
DKK,2015-02-03,0.15379883112888335
EUR,2015-02-03,1.1449516324062878
GBP,2015-02-03,1.5114873035066507
HKD,2015-02-03,0.1289573795860468
HUF,2015-02-03,0.003703739369342075
ILS,2015-02-03,0.25708923567370234
INR,2015-02-03,0.01621618115420291
JPY,2015-02-03,0.008508465923593975
KRW,2015-02-03,0.0009114607069289244
MYR,2015-02-03,0.27544415369783776
NOK,2015-02-03,0.132350410948026
NZD,2015-02-03,0.7271140841998109
PLN,2015-02-03,0.2745216460317896
RUB,2015-02-03,0.015072725902479463
SAR,2015-02-03,0.26643220632510056
SEK,2015-02-03,0.12140931937935558
SGD,2015-02-03,0.7423904974016333
THB,2015-02-03,0.030656039239730225
TRY,2015-02-03,0.4164931278633903
TWD,2015-02-03,0.031727398194711036
USD,2015-02-03,1.0
ZAR,2015-02-03,0.08770545001666404
AUD,2015-02-04,0.7748934521503293
CAD,2015-02-04,0.7955449482895784
CHF,2015-02-04,1.08038029386344
CNY,2015-02-04,0.1600717121270329
CZK,2015-02-04,0.041181581949289
DKK,2015-02-04,0.15347780710909206
EUR,2015-02-04,1.1425745587340232
GBP,2015-02-04,1.5216068167985393
HKD,2015-02-04,0.12899397598132167
HUF,2015-02-04,0.003714842728418249
ILS,2015-02-04,0.2567525932011913
INR,2015-02-04,0.01618880026420122
JPY,2015-02-04,0.008508465923593975
KRW,2015-02-04,0.0009194641363013637
MYR,2015-02-04,0.2810172825628776
NOK,2015-02-04,0.13236617779425
NZD,2015-02-04,0.7359976448075366
PLN,2015-02-04,0.2745367192862045
RUB,2015-02-04,0.01476450612727004
SAR,2015-02-04,0.26643220632510056
SEK,2015-02-04,0.1210536509781135
SGD,2015-02-04,0.7425007425007425
THB,2015-02-04,0.03063725490196078
TRY,2015-02-04,0.4092490280335585
TWD,2015-02-04,0.031786395422759066
USD,2015-02-04,1.0
ZAR,2015-02-04,0.0873988358475065
AUD,2015-02-05,0.7807010695604654
CAD,2015-02-05,0.8049585446349513
CHF,2015-02-05,1.0809642200843153
CNY,2015-02-05,0.15995905048307635
CZK,2015-02-05,0.041211621677312994
DKK,2015-02-05,0.1535202186127913
EUR,2015-02-05,1.142769795169673
GBP,2015-02-05,1.5285845307245491
HKD,2015-02-05,0.1289956399473698
HUF,2015-02-05,0.0037247804428167984
ILS,2015-02-05,0.25926886180969666
INR,2015-02-05,0.016198371739672732
JPY,2015-02-05,0.008512811781731506
KRW,2015-02-05,0.0009185773074661963
MYR,2015-02-05,0.28001008036289304
NOK,2015-02-05,0.13285505513484788
NZD,2015-02-05,0.7378984651711925
PLN,2015-02-05,0.2744764361979524
RUB,2015-02-05,0.0149655791679138
SAR,2015-02-05,0.2664393051262922
SEK,2015-02-05,0.12091752215813595
SGD,2015-02-05,0.7434391495056129
THB,2015-02-05,0.03068425897514575
TRY,2015-02-05,0.4101722723543888
TWD,2015-02-05,0.0317450239674931
USD,2015-02-05,1.0
ZAR,2015-02-05,0.08879575201122379
AUD,2015-02-06,0.7807010695604654
CAD,2015-02-06,0.8007046200656578
CHF,2015-02-06,1.0811979673478214
CNY,2015-02-06,0.16016657323616562
CZK,2015-02-06,0.04095456909650125
DKK,2015-02-06,0.1523902409289709
EUR,2015-02-06,1.1343716597953886
GBP,2015-02-06,1.5269506794930523
HKD,2015-02-06,0.12899397598132167
HUF,2015-02-06,0.0037104636187186963
ILS,2015-02-06,0.2574665293511844
INR,2015-02-06,0.016144577924227042
JPY,2015-02-06,0.008402655239055541
KRW,2015-02-06,0.0009125086688323537
MYR,2015-02-06,0.2823423118188492
NOK,2015-02-06,0.1320480654958405
NZD,2015-02-06,0.7371913011426465
PLN,2015-02-06,0.27253897307314945
RUB,2015-02-06,0.014928603951601466
SAR,2015-02-06,0.2665032113636969
SEK,2015-02-06,0.11954858454475895
SGD,2015-02-06,0.7397544015386892
THB,2015-02-06,0.030646644192460926
TRY,2015-02-06,0.4050550874918989
TWD,2015-02-06,0.031686180072561354
USD,2015-02-06,1.0
ZAR,2015-02-06,0.08711712025647281
AUD,2015-02-09,0.7821054278116691
CAD,2015-02-09,0.8023750300890636
CHF,2015-02-09,1.0809642200843153
CNY,2015-02-09,0.16008452462900413
CZK,2015-02-09,0.04089310542242578
DKK,2015-02-09,0.15228349094674645
EUR,2015-02-09,1.1334958854007926
GBP,2015-02-09,1.5239256324291377
HKD,2015-02-09,0.12896902164100182
HUF,2015-02-09,0.0036817143240041148
ILS,2015-02-09,0.2576456341947286
INR,2015-02-09,0.016104459969143853
JPY,2015-02-09,0.008433836552247621
KRW,2015-02-09,0.0009111534291259305
MYR,2015-02-09,0.2807805699845571
NOK,2015-02-09,0.13172106746753076
NZD,2015-02-09,0.7422251911229868
PLN,2015-02-09,0.27056277056277056
RUB,2015-02-09,0.015231132434696518
SAR,2015-02-09,0.26653872807718965
SEK,2015-02-09,0.11969597223053445
SGD,2015-02-09,0.7387706855791962
THB,2015-02-09,0.030656039239730225
TRY,2015-02-09,0.4023497223786916
TWD,2015-02-09,0.031652581268002404
USD,2015-02-09,1.0
ZAR,2015-02-09,0.08615861801576702
AUD,2015-02-10,0.7780284758422158
CAD,2015-02-10,0.7987858455148175
CHF,2015-02-10,1.0801468999783972
CNY,2015-02-10,0.16024357022674465
CZK,2015-02-10,0.04091920911352625
DKK,2015-02-10,0.15211670393525914
EUR,2015-02-10,1.1324584159926752
GBP,2015-02-10,1.5260186174271326
HKD,2015-02-10,0.1289640319314943
HUF,2015-02-10,0.0036636572165071202
ILS,2015-02-10,0.25855827903609474
INR,2015-02-10,0.016050720276072388
JPY,2015-02-10,0.008384338056510439
KRW,2015-02-10,0.0009103571331033164
MYR,2015-02-10,0.2793686269031988
NOK,2015-02-10,0.13232414121632352
NZD,2015-02-10,0.7405761682589054
PLN,2015-02-10,0.26974536037980146
RUB,2015-02-10,0.01508523155830442
SAR,2015-02-10,0.26653872807718965
SEK,2015-02-10,0.12041664157986633
SGD,2015-02-10,0.7378440197742198
THB,2015-02-10,0.03063725490196078
TRY,2015-02-10,0.4005286978812032
TWD,2015-02-10,0.03169622339498249
USD,2015-02-10,1.0
ZAR,2015-02-10,0.08560691018979052
AUD,2015-02-11,0.7714263673532361
CAD,2015-02-11,0.7902639481586852
CHF,2015-02-11,1.079447322970639
CNY,2015-02-11,0.160199929512031
CZK,2015-02-11,0.04085501372728461
DKK,2015-02-11,0.1518672073139247
EUR,2015-02-11,1.1303617768279657
GBP,2015-02-11,1.5264845061822625
HKD,2015-02-11,0.12895405367067714
HUF,2015-02-11,0.0036511314673860853
ILS,2015-02-11,0.25725457913150857
INR,2015-02-11,0.0160211222475712
JPY,2015-02-11,0.008307717869901138
KRW,2015-02-11,0.00090166447261645
MYR,2015-02-11,0.27797081306462823
NOK,2015-02-11,0.1308078694014232
NZD,2015-02-11,0.7380073800738007
PLN,2015-02-11,0.2680462111668052
RUB,2015-02-11,0.014962892027771131
SAR,2015-02-11,0.2665600426496068
SEK,2015-02-11,0.11910859130269065
SGD,2015-02-11,0.7344840249724569
THB,2015-02-11,0.03059975520195838
TRY,2015-02-11,0.39878768543627374
TWD,2015-02-11,0.031630555116242284
USD,2015-02-11,1.0
ZAR,2015-02-11,0.08416941620092923
AUD,2015-02-12,0.7713073659853452
CAD,2015-02-12,0.7995522507395859
CHF,2015-02-12,1.077121930202499
CNY,2015-02-12,0.1601537475976938
CZK,2015-02-12,0.04115666696848223
DKK,2015-02-12,0.1527603800678256
EUR,2015-02-12,1.1371946535566135
GBP,2015-02-12,1.5363343063450603
HKD,2015-02-12,0.12896569512509673
HUF,2015-02-12,0.003715125651122209
ILS,2015-02-12,0.2568779059313108
INR,2015-02-12,0.016081953635727668
JPY,2015-02-12,0.008404067568703252
KRW,2015-02-12,0.0009053788557822019
MYR,2015-02-12,0.2772771384999307
NOK,2015-02-12,0.12996464961530466
NZD,2015-02-12,0.7401924500370096
PLN,2015-02-12,0.2723089072243553
RUB,2015-02-12,0.015158405335758678
SAR,2015-02-12,0.26653872807718965
SEK,2015-02-12,0.1182648185817683
SGD,2015-02-12,0.7366482504604052
THB,2015-02-12,0.030627871362940283
TRY,2015-02-12,0.4042854255104104
TWD,2015-02-12,0.03188470490705608
USD,2015-02-12,1.0
ZAR,2015-02-12,0.08498703947647983
AUD,2015-02-13,0.7774840615767377
CAD,2015-02-13,0.8031483414986748
CHF,2015-02-13,1.0751532093323295
CNY,2015-02-13,0.16025897850927098
CZK,2015-02-13,0.041303198519693364
DKK,2015-02-13,0.15318392794228028
EUR,2015-02-13,1.1403940886699506
GBP,2015-02-13,1.5394088669950738
HKD,2015-02-13,0.12894573963276254
HUF,2015-02-13,0.003727932503545264
ILS,2015-02-13,0.25666692333359
INR,2015-02-13,0.01612172547603425
JPY,2015-02-13,0.008426729586247577
KRW,2015-02-13,0.0009103488456776637
MYR,2015-02-13,0.2793686269031988
NOK,2015-02-13,0.1320864373646114
NZD,2015-02-13,0.7469933517591694
PLN,2015-02-13,0.2725686873092019
RUB,2015-02-13,0.015845851556062624
SAR,2015-02-13,0.26652452025586354
SEK,2015-02-13,0.1191128475117326
SGD,2015-02-13,0.7383343177790903
THB,2015-02-13,0.030693677102516883
TRY,2015-02-13,0.40653711683876737
TWD,2015-02-13,0.031928480204342274
USD,2015-02-13,1.0
ZAR,2015-02-13,0.08580376678536188
AUD,2015-02-16,0.7774840615767377
CAD,2015-02-16,0.8010894816951054
CHF,2015-02-16,1.0759629868732516
CNY,2015-02-16,0.16004353184066064
CZK,2015-02-16,0.041259061521386635
DKK,2015-02-16,0.15318392794228028
EUR,2015-02-16,1.1404183328206705
GBP,2015-02-16,1.5379883112888342
HKD,2015-02-16,0.1289058471692276
HUF,2015-02-16,0.0037170796837805976
ILS,2015-02-16,0.2591680704937152
INR,2015-02-16,0.01608376424418371
JPY,2015-02-16,0.008439530762089628
KRW,2015-02-16,0.0009084137279482569
MYR,2015-02-16,0.27929060187124705
NOK,2015-02-16,0.13244857684004185
NZD,2015-02-16,0.7506943923128894
PLN,2015-02-16,0.2729853679842761
RUB,2015-02-16,0.015840580398865815
SAR,2015-02-16,0.26655293741337033
SEK,2015-02-16,0.11919519404977592
SGD,2015-02-16,0.7371913011426465
THB,2015-02-16,0.03068425897514575
TRY,2015-02-16,0.4080799836768007
TWD,2015-02-16,0.031821797931583136
USD,2015-02-16,1.0
ZAR,2015-02-16,0.08586270553385138
AUD,2015-02-17,0.7802137785753296
CAD,2015-02-17,0.8046994447573832
CHF,2015-02-17,1.0700909577314073
CNY,2015-02-17,0.1598823266076168
CZK,2015-02-17,0.04134247277598168
DKK,2015-02-17,0.15314873805439844
EUR,2015-02-17,1.140009201042785
GBP,2015-02-17,1.5335071308081585
HKD,2015-02-17,0.12888258796236632
HUF,2015-02-17,0.0037040288351236758
ILS,2015-02-17,0.2586786693569248
INR,2015-02-17,0.016092253671849983
JPY,2015-02-17,0.008404067568703252
KRW,2015-02-17,0.0009021932317463754
MYR,2015-02-17,0.2789789370902497
NOK,2015-02-17,0.1325240531156405
NZD,2015-02-17,0.7517101405697962
PLN,2015-02-17,0.27219031546857564
RUB,2015-02-17,0.01581903029344301
SAR,2015-02-17,0.2665671482646479
SEK,2015-02-17,0.11992133160646615
SGD,2015-02-17,0.7374087456677235
THB,2015-02-17,0.030674846625766868
TRY,2015-02-17,0.4076973255055447
TWD,2015-02-17,0.03165859372526672
USD,2015-02-17,1.0
ZAR,2015-02-17,0.08580744808649389
AUD,2015-02-18,0.7794232268121591
CAD,2015-02-18,0.804311107536395
CHF,2015-02-18,1.0602205258693809
CNY,2015-02-18,0.1598823266076168
CZK,2015-02-18,0.04141215446733616
DKK,2015-02-18,0.1526158354190831
EUR,2015-02-18,1.1360827927092991
GBP,2015-02-18,1.5446400988569664
HKD,2015-02-18,0.12888424905592288
HUF,2015-02-18,0.003705479589106779
ILS,2015-02-18,0.2585983966899405
INR,2015-02-18,0.016073785103137443
JPY,2015-02-18,0.00839278220730172
KRW,2015-02-18,0.0008975210468685493
MYR,2015-02-18,0.2762049440684988
NOK,2015-02-18,0.13302471599223134
NZD,2015-02-18,0.7526153383005946
PLN,2015-02-18,0.2711937950859685
RUB,2015-02-18,0.01630031704116645
SAR,2015-02-18,0.2665600426496068
SEK,2015-02-18,0.11883258864911113
SGD,2015-02-18,0.7355104442483084
THB,2015-02-18,0.03070310101320233
TRY,2015-02-18,0.4071661237785016
TWD,2015-02-18,0.031535793125197095
USD,2015-02-18,1.0
ZAR,2015-02-18,0.08565310492505353
AUD,2015-02-19,0.7793017456359103
CAD,2015-02-19,0.7990411506192568
CHF,2015-02-19,1.0550749103186323
CNY,2015-02-19,0.1598823266076168
CZK,2015-02-19,0.04161274348656533
DKK,2015-02-19,0.15298239172671227
EUR,2015-02-19,1.1389532190829093
GBP,2015-02-19,1.543924656476764
HKD,2015-02-19,0.1289058471692276
HUF,2015-02-19,0.0037340978774267437
ILS,2015-02-19,0.2601118480946807
INR,2015-02-19,0.01609240904972715
JPY,2015-02-19,0.008402655239055541
KRW,2015-02-19,0.0008986744551786115
MYR,2015-02-19,0.2762049440684988
NOK,2015-02-19,0.13191219924018574
