ccy,date,rate
NZD,2015-02-19,0.7530120481927709
PLN,2015-02-19,0.2734107997265892
RUB,2015-02-19,0.01603669195118431
SAR,2015-02-19,0.26655293741337033
SEK,2015-02-19,0.1190745525773687
SGD,2015-02-19,0.7362685907819172
THB,2015-02-19,0.03071253071253072
TRY,2015-02-19,0.40891433244735226
TWD,2015-02-19,0.0314911037631869
USD,2015-02-19,1.0
ZAR,2015-02-19,0.08590327291469806
AUD,2015-02-20,0.7832693663350827
CAD,2015-02-20,0.79923273657289
CHF,2015-02-20,1.0593220338983051
CNY,2015-02-20,0.1598823266076168
CZK,2015-02-20,0.04128631647613032
DKK,2015-02-20,0.15252737866447028
EUR,2015-02-20,1.1369926199261993
GBP,2015-02-20,1.5375153751537516
HKD,2015-02-20,0.12889587790982446
HUF,2015-02-20,0.00371961400821514
ILS,2015-02-20,0.2590942066535392
INR,2015-02-20,0.016063070038197978
JPY,2015-02-20,0.008421761832575375
KRW,2015-02-20,0.0009008440909131855
MYR,2015-02-20,0.2762049440684988
NOK,2015-02-20,0.13283387795223295
NZD,2015-02-20,0.7528986598403855
PLN,2015-02-20,0.272234775270193
RUB,2015-02-20,0.016119932296284358
SAR,2015-02-20,0.2665671482646479
SEK,2015-02-20,0.1194600406164138
SGD,2015-02-20,0.7358351729212657
THB,2015-02-20,0.030721966205837174
TRY,2015-02-20,0.4072987943955686
TWD,2015-02-20,0.03147821707378494
USD,2015-02-20,1.0
ZAR,2015-02-20,0.08597343420882947
AUD,2015-02-23,0.7805182641273807
CAD,2015-02-23,0.7949125596184421
CHF,2015-02-23,1.0551862403714256
CNY,2015-02-23,0.1598823266076168
CZK,2015-02-23,0.04143549115559441
DKK,2015-02-23,0.15216531239538636
EUR,2015-02-23,1.1354858643596475
GBP,2015-02-23,1.544878727019929
HKD,2015-02-23,0.12892080395013342
HUF,2015-02-23,0.0037156419235878243
ILS,2015-02-23,0.2560950624871953
INR,2015-02-23,0.016087464326047855
JPY,2015-02-23,0.008410428931875526
KRW,2015-02-23,0.0009021037058420236
MYR,2015-02-23,0.27514100976750583
NOK,2015-02-23,0.13146823727387466
NZD,2015-02-23,0.7532956685499059
PLN,2015-02-23,0.27174651485094703
RUB,2015-02-23,0.015781582892764143
SAR,2015-02-23,0.26660268202298115
SEK,2015-02-23,0.1187606142298968
SGD,2015-02-23,0.7360518180479906
THB,2015-02-23,0.030721966205837174
TRY,2015-02-23,0.40436716538617057
TWD,2015-02-23,0.03151591553734636
USD,2015-02-23,1.0
ZAR,2015-02-23,0.08601558602418759
AUD,2015-02-24,0.781799702916113
CAD,2015-02-24,0.7947230390209012
CHF,2015-02-24,1.0534077741493733
CNY,2015-02-24,0.1598823266076168
CZK,2015-02-24,0.041290919301027317
DKK,2015-02-24,0.15192719648744324
EUR,2015-02-24,1.1335600556500232
GBP,2015-02-24,1.5458339774308238
HKD,2015-02-24,0.12891083237724466
HUF,2015-02-24,0.0037110033848061865
ILS,2015-02-24,0.253324889170361
INR,2015-02-24,0.01609528408176404
JPY,2015-02-24,0.008389261744966443
KRW,2015-02-24,0.0008997093938657813
MYR,2015-02-24,0.27461211039406835
NOK,2015-02-24,0.13138877939823934
NZD,2015-02-24,0.74839095943721
PLN,2015-02-24,0.27246471581930143
RUB,2015-02-24,0.015918877400765696
SAR,2015-02-24,0.2666240068255746
SEK,2015-02-24,0.11899803653239725
SGD,2015-02-24,0.7362143856290951
THB,2015-02-24,0.03071253071253072
TRY,2015-02-24,0.40497306929089216
TWD,2015-02-24,0.03157362970447083
USD,2015-02-24,1.0
ZAR,2015-02-24,0.08686361543740173
AUD,2015-02-25,0.7888923950773115
CAD,2015-02-25,0.8037293039704227
CHF,2015-02-25,1.0534077741493733
CNY,2015-02-25,0.15976737869661772
CZK,2015-02-25,0.04144734115306503
DKK,2015-02-25,0.15207737696940204
EUR,2015-02-25,1.1356667182902276
GBP,2015-02-25,1.5487068297971194
HKD,2015-02-25,0.12892579031509466
HUF,2015-02-25,0.003728986230345446
ILS,2015-02-25,0.2533890789306981
INR,2015-02-25,0.016157699143641947
JPY,2015-02-25,0.008413967185527976
KRW,2015-02-25,0.00090702947845805
MYR,2015-02-25,0.27746177963985463
NOK,2015-02-25,0.13204283469557526
NZD,2015-02-25,0.7538067239559777
PLN,2015-02-25,0.2731717977436009
RUB,2015-02-25,0.01605626113903116
SAR,2015-02-25,0.26663111585121985
SEK,2015-02-25,0.12012733497507355
SGD,2015-02-25,0.7386069872220992
THB,2015-02-25,0.030731407498463436
TRY,2015-02-25,0.4019292604501608
TWD,2015-02-25,0.031815217218395565
USD,2015-02-25,1.0
ZAR,2015-02-25,0.08746993221080254
AUD,2015-02-26,0.7824726134585289
CAD,2015-02-26,0.8007046200656578
CHF,2015-02-26,1.048767697954903
CNY,2015-02-26,0.15978524862584687
CZK,2015-02-26,0.04069672798307016
DKK,2015-02-26,0.15019525382997898
EUR,2015-02-26,1.1214362767760826
GBP,2015-02-26,1.5410695022345506
HKD,2015-02-26,0.12894573963276254
HUF,2015-02-26,0.003702945285650754
ILS,2015-02-26,0.2527805864509606
INR,2015-02-26,0.016192679937107633
JPY,2015-02-26,0.008378016085790885
KRW,2015-02-26,0.0009081744784808056
MYR,2015-02-26,0.27905678805636946
NOK,2015-02-26,0.13089005235602094
NZD,2015-02-26,0.7547169811320755
PLN,2015-02-26,0.2700513097488523
RUB,2015-02-26,0.01640823693494134
SAR,2015-02-26,0.2666382252559727
SEK,2015-02-26,0.1192591620851272
SGD,2015-02-26,0.7369196757553427
THB,2015-02-26,0.030883261272390362
TRY,2015-02-26,0.4002401440864519
TWD,2015-02-26,0.031828887898656816
USD,2015-02-26,1.0
ZAR,2015-02-26,0.0868145987429246
AUD,2015-02-27,0.7829014327096218
CAD,2015-02-27,0.8008970046452026
CHF,2015-02-27,1.0546298249314492
CNY,2015-02-27,0.15950235265970172
CZK,2015-02-27,0.040823158161161666
DKK,2015-02-27,0.15031716922706911
EUR,2015-02-27,1.1217552533992583
GBP,2015-02-27,1.5451174289245984
HKD,2015-02-27,0.12894075172458255
HUF,2015-02-27,0.0037007581743271744
ILS,2015-02-27,0.2506705437044093
INR,2015-02-27,0.016195249933194596
JPY,2015-02-27,0.008366100560528738
KRW,2015-02-27,0.000908388972157878
MYR,2015-02-27,0.27693159789531985
NOK,2015-02-27,0.1310633166882921
NZD,2015-02-27,0.7568876778686043
PLN,2015-02-27,0.2702629658657874
RUB,2015-02-27,0.016185158209921502
SAR,2015-02-27,0.2666453350398635
SEK,2015-02-27,0.11993139923963493
SGD,2015-02-27,0.7354022650389763
THB,2015-02-27,0.030931023816888337
TRY,2015-02-27,0.3973931012557622
TWD,2015-02-27,0.031799535726778384
USD,2015-02-27,1.0
ZAR,2015-02-27,0.08582217645039479
AUD,2015-03-02,0.7783918424534911
CAD,2015-03-02,0.7983394539358135
CHF,2015-03-02,1.0453690152623876
CNY,2015-03-02,0.15943877551020408
CZK,2015-03-02,0.040674381240975374
DKK,2015-03-02,0.15019750972528875
EUR,2015-03-02,1.1193548387096774
GBP,2015-03-02,1.5360983102918588
HKD,2015-03-02,0.12893908917427407
HUF,2015-03-02,0.003674500947653794
ILS,2015-03-02,0.2499062851430713
INR,2015-03-02,0.01615412325919129
JPY,2015-03-02,0.008324315325064514
KRW,2015-03-02,0.0009070541602039057
MYR,2015-03-02,0.2753683051080821
NOK,2015-03-02,0.1301286972816115
NZD,2015-03-02,0.7523888345496953
PLN,2015-03-02,0.26938929446943777
RUB,2015-03-02,0.016070065485516854
SAR,2015-03-02,0.2666453350398635
SEK,2015-03-02,0.12004513697150128
SGD,2015-03-02,0.7327080890973037
THB,2015-03-02,0.030911901081916538
TRY,2015-03-02,0.3974246880216199
TWD,2015-03-02,0.031853727682482035
USD,2015-03-02,1.0
ZAR,2015-03-02,0.08524785814756405
AUD,2015-03-03,0.7832080200501254
CAD,2015-03-03,0.8027614995584812
CHF,2015-03-03,1.0417751849150954
CNY,2015-03-03,0.15938540985958147
CZK,2015-03-03,0.04071710973668245
DKK,2015-03-03,0.150093808630394
EUR,2015-03-03,1.1185242121445045
GBP,2015-03-03,1.5372790161414298
HKD,2015-03-03,0.128952390777325
HUF,2015-03-03,0.003650099957987349
ILS,2015-03-03,0.25134469411350724
INR,2015-03-03,0.01616357538287469
JPY,2015-03-03,0.008362602441879913
KRW,2015-03-03,0.0009110787172011662
MYR,2015-03-03,0.27586206896551724
NOK,2015-03-03,0.12969832170371715
NZD,2015-03-03,0.7558007709167863
PLN,2015-03-03,0.26851404328446377
RUB,2015-03-03,0.0160955431441034
SAR,2015-03-03,0.2666453350398635
SEK,2015-03-03,0.12083715984339505
SGD,2015-03-03,0.7339449541284403
THB,2015-03-03,0.030892801977139325
TRY,2015-03-03,0.3946485654524646
TWD,2015-03-03,0.031899961720045916
USD,2015-03-03,1.0
ZAR,2015-03-03,0.08508610714042611
AUD,2015-03-04,0.7821054278116691
CAD,2015-03-04,0.8027614995584812
CHF,2015-03-04,1.0396091069757771
CNY,2015-03-04,0.15948708952010335
CZK,2015-03-04,0.040267051082781
DKK,2015-03-04,0.14853764686659834
EUR,2015-03-04,1.1068865475645135
GBP,2015-03-04,1.5269506794930523
HKD,2015-03-04,0.12895405367067714
HUF,2015-03-04,0.003611183836341148
ILS,2015-03-04,0.25044453905682584
INR,2015-03-04,0.016041991516994886
JPY,2015-03-04,0.008357709987463434
KRW,2015-03-04,0.0009077293151182317
MYR,2015-03-04,0.27427317608337903
NOK,2015-03-04,0.12793613428176653
NZD,2015-03-04,0.7579202667879341
PLN,2015-03-04,0.2669799231097821
RUB,2015-03-04,0.016072260884938683
SAR,2015-03-04,0.2666453350398635
SEK,2015-03-04,0.11971603356837582
SGD,2015-03-04,0.7313683902581729
THB,2015-03-04,0.030845157310302282
TRY,2015-03-04,0.3898939488459139
TWD,2015-03-04,0.031812686899535536
USD,2015-03-04,1.0
ZAR,2015-03-04,0.08458233244239942
AUD,2015-03-05,0.7777864198491093
CAD,2015-03-05,0.8011536612722321
CHF,2015-03-05,1.029336078229542
CNY,2015-03-05,0.15959653994701395
CZK,2015-03-05,0.040408775169615836
DKK,2015-03-05,0.14799686246651572
EUR,2015-03-05,1.1031540454060644
GBP,2015-03-05,1.5236934328813043
HKD,2015-03-05,0.12892412815058338
HUF,2015-03-05,0.0036170485968564227
ILS,2015-03-05,0.25044453905682584
INR,2015-03-05,0.01607208006467405
JPY,2015-03-05,0.008322237017310255
KRW,2015-03-05,0.0009082404657457107
MYR,2015-03-05,0.273972602739726
NOK,2015-03-05,0.1293393346784624
NZD,2015-03-05,0.747887218607434
PLN,2015-03-05,0.2663754295303801
RUB,2015-03-05,0.01644331168297295
SAR,2015-03-05,0.2666453350398635
SEK,2015-03-05,0.11989688867573885
SGD,2015-03-05,0.7294478080093371
THB,2015-03-05,0.03083564600678384
TRY,2015-03-05,0.3837887626650292
TWD,2015-03-05,0.03177124702144559
USD,2015-03-05,1.0
ZAR,2015-03-05,0.08477449983045099
AUD,2015-03-06,0.7730962504831851
CAD,2015-03-06,0.7939028262940616
CHF,2015-03-06,1.0164667615368976
CNY,2015-03-06,0.15969338869370808
CZK,2015-03-06,0.03971768668305683
DKK,2015-03-06,0.1457747197481013
EUR,2015-03-06,1.085993975903614
GBP,2015-03-06,1.5060240963855418
HKD,2015-03-06,0.1288925551660136
HUF,2015-03-06,0.0035537815078268485
ILS,2015-03-06,0.2483793249049949
INR,2015-03-06,0.01601024655779699
JPY,2015-03-06,0.008254230293025175
KRW,2015-03-06,0.0008993776306795697
MYR,2015-03-06,0.2737476047084588
NOK,2015-03-06,0.12696155604083084
NZD,2015-03-06,0.7377895824110964
PLN,2015-03-06,0.26295721686081674
RUB,2015-03-06,0.01656369569178275
SAR,2015-03-06,0.2666453350398635
SEK,2015-03-06,0.1179815712785663
SGD,2015-03-06,0.7247952453431906
THB,2015-03-06,0.030731407498463436
TRY,2015-03-06,0.3788739865120861
TWD,2015-03-06,0.03164556962025316
USD,2015-03-06,1.0
ZAR,2015-03-06,0.08295450774795103
AUD,2015-03-09,0.7714858818083629
CAD,2015-03-09,0.7937137868084768
CHF,2015-03-09,1.0127607859023695
CNY,2015-03-09,0.159655144887044
CZK,2015-03-09,0.03978436872152931
DKK,2015-03-09,0.14555617012605165
EUR,2015-03-09,1.084692028985507
GBP,2015-03-09,1.5096618357487923
HKD,2015-03-09,0.12886431875877888
HUF,2015-03-09,0.003550478213910631
ILS,2015-03-09,0.2495445811394205
INR,2015-03-09,0.015953925064413968
JPY,2015-03-09,0.00825218682950982
KRW,2015-03-09,0.0008960573476702508
MYR,2015-03-09,0.2718868950516585
NOK,2015-03-09,0.1259652084094373
NZD,2015-03-09,0.7358893222459342
PLN,2015-03-09,0.2634560160181258
RUB,2015-03-09,0.016556428447255356
SAR,2015-03-09,0.2666524452029225
SEK,2015-03-09,0.11780644401248748
SGD,2015-03-09,0.7250054375407816
THB,2015-03-09,0.03068425897514575
TRY,2015-03-09,0.384172109104879
TWD,2015-03-09,0.031725888324873094
USD,2015-03-09,1.0
ZAR,2015-03-09,0.08270272505479055
AUD,2015-03-10,0.7635919364691508
CAD,2015-03-10,0.7914523149980214
CHF,2015-03-10,1.0003000900270078
CNY,2015-03-10,0.15970614070110994
CZK,2015-03-10,0.03925001079375297
DKK,2015-03-10,0.14367196816229186
EUR,2015-03-10,1.0707497360084477
GBP,2015-03-10,1.508523155830442
HKD,2015-03-10,0.12885767669608916
HUF,2015-03-10,0.0034801407508125264
ILS,2015-03-10,0.2472921509471289
INR,2015-03-10,0.01594387755102041
JPY,2015-03-10,0.008250144377526606
KRW,2015-03-10,0.0008894264977942223
MYR,2015-03-10,0.270160745643658
NOK,2015-03-10,0.12345983851453125
NZD,2015-03-10,0.7271140841998109
PLN,2015-03-10,0.25722810988784856
RUB,2015-03-10,0.016048015662863287
SAR,2015-03-10,0.2666453350398635
SEK,2015-03-10,0.11688797456517674
SGD,2015-03-10,0.7204091924212953
THB,2015-03-10,0.030562347188264064
TRY,2015-03-10,0.379247572815534
TWD,2015-03-10,0.03158060950576346
USD,2015-03-10,1.0
ZAR,2015-03-10,0.08105698305909054
AUD,2015-03-11,0.7580926389204761
CAD,2015-03-11,0.7834534628643058
CHF,2015-03-11,0.9926543577526304
CNY,2015-03-11,0.1597112420743296
CZK,2015-03-11,0.038785095663438456
DKK,2015-03-11,0.1417836381681554
EUR,2015-03-11,1.0573905245852635
GBP,2015-03-11,1.4945449110745777
HKD,2015-03-11,0.1287846591713995
HUF,2015-03-11,0.003481152344973843
ILS,2015-03-11,0.2477884877468593
INR,2015-03-11,0.015930542833247043
JPY,2015-03-11,0.008229775327133568
KRW,2015-03-11,0.0008831659733813776
MYR,2015-03-11,0.27037988373665
NOK,2015-03-11,0.12210161296230725
NZD,2015-03-11,0.7217090069284064
PLN,2015-03-11,0.2559508574353724
RUB,2015-03-11,0.016094247915794897
SAR,2015-03-11,0.26663111585121985
SEK,2015-03-11,0.11590708887755576
SGD,2015-03-11,0.7212925562608193
THB,2015-03-11,0.030409001064315037
TRY,2015-03-11,0.3834355828220859
TWD,2015-03-11,0.031535793125197095
USD,2015-03-11,1.0
ZAR,2015-03-11,0.08145312372729495
AUD,2015-03-12,0.7704753833115031
CAD,2015-03-12,0.7878358150161505
CHF,2015-03-12,0.996512207274539
CNY,2015-03-12,0.1597086913469831
CZK,2015-03-12,0.038832236969842886
DKK,2015-03-12,0.14231026483940287
EUR,2015-03-12,1.061410046206588
GBP,2015-03-12,1.4905351021016544
HKD,2015-03-12,0.1287166945552838
HUF,2015-03-12,0.0034990445858758264
ILS,2015-03-12,0.2495819502333591
INR,2015-03-12,0.01601222052670598
JPY,2015-03-12,0.008244702778464836
KRW,2015-03-12,0.0008915596052174068
MYR,2015-03-12,0.2709659937677821
NOK,2015-03-12,0.12333649897014022
NZD,2015-03-12,0.7403020432336394
PLN,2015-03-12,0.2568317238545305
RUB,2015-03-12,0.0163425396306586
SAR,2015-03-12,0.26663111585121985
SEK,2015-03-12,0.11612918210217045
SGD,2015-03-12,0.7248477819657873
THB,2015-03-12,0.030450669914738118
TRY,2015-03-12,0.3856536829926726
TWD,2015-03-12,0.031650577623041624
USD,2015-03-12,1.0
ZAR,2015-03-12,0.0815407948596683
AUD,2015-03-13,0.7630093087135663
CAD,2015-03-13,0.7810059356451109
CHF,2015-03-13,0.9951238929246692
CNY,2015-03-13,0.15978269553407368
CZK,2015-03-13,0.038530300228099376
DKK,2015-03-13,0.14107954064501566
EUR,2015-03-13,1.0523830603511881
GBP,2015-03-13,1.4755791648221928
HKD,2015-03-13,0.12871503777786358
HUF,2015-03-13,0.003439001231506341
ILS,2015-03-13,0.24767188428769565
INR,2015-03-13,0.01585605241376686
JPY,2015-03-13,0.008252867871585377
KRW,2015-03-13,0.0008788890841975743
MYR,2015-03-13,0.271112918530568
NOK,2015-03-13,0.12205094406405233
NZD,2015-03-13,0.732922896511287
PLN,2015-03-13,0.2534854245880862
RUB,2015-03-13,0.016211396611818106
SAR,2015-03-13,0.2666240068255746
SEK,2015-03-13,0.1153203021391916
SGD,2015-03-13,0.718752246100769
THB,2015-03-13,0.030349013657056143
TRY,2015-03-13,0.37965072133637057
TWD,2015-03-13,0.03153280988868918
USD,2015-03-13,1.0
ZAR,2015-03-13,0.08019889325527309
AUD,2015-03-16,0.7654037504783774
CAD,2015-03-16,0.7834534628643058
CHF,2015-03-16,0.9926543577526304
CNY,2015-03-16,0.15969338869370808
CZK,2015-03-16,0.03879307000597414
DKK,2015-03-16,0.1416852038141657
EUR,2015-03-16,1.057421932810419
GBP,2015-03-16,1.4799467219180111
HKD,2015-03-16,0.12876973396172964
HUF,2015-03-16,0.0034840049333509857
ILS,2015-03-16,0.2495445811394205
INR,2015-03-16,0.01592120912030543
JPY,2015-03-16,0.00824334350012365
KRW,2015-03-16,0.0008844704675310893
MYR,2015-03-16,0.2699055330634278
NOK,2015-03-16,0.12104632442835872
NZD,2015-03-16,0.7388798581350673
PLN,2015-03-16,0.2562066050062771
RUB,2015-03-16,0.01602769585844339
SAR,2015-03-16,0.26660268202298115
SEK,2015-03-16,0.11579434923575728
SGD,2015-03-16,0.7198905766323519
THB,2015-03-16,0.030376670716889424
TRY,2015-03-16,0.3802570537683474
TWD,2015-03-16,0.03161755406601745
USD,2015-03-16,1.0
ZAR,2015-03-16,0.0805036307137452
AUD,2015-03-17,0.7614986293024673
CAD,2015-03-17,0.7830240388379924
CHF,2015-03-17,0.9958175662218679
CNY,2015-03-17,0.16002560409665548
CZK,2015-03-17,0.03898316317182609
DKK,2015-03-17,0.14216257712319808
EUR,2015-03-17,1.0604452307238683
GBP,2015-03-17,1.4742739200943535
HKD,2015-03-17,0.12881120142207567
HUF,2015-03-17,0.003484474748534169
ILS,2015-03-17,0.2496567220072401
INR,2015-03-17,0.015961513598411508
JPY,2015-03-17,0.008244702778464836
KRW,2015-03-17,0.000885982865091389
MYR,2015-03-17,0.2704530087897228
NOK,2015-03-17,0.12055745768433235
NZD,2015-03-17,0.7312079555425564
PLN,2015-03-17,0.2558002711482874
RUB,2015-03-17,0.016212185078304853
SAR,2015-03-17,0.26660978991148554
SEK,2015-03-17,0.11530700490054772
SGD,2015-03-17,0.7196833393306945
THB,2015-03-17,0.030353619669145543
TRY,2015-03-17,0.3829510205644697
TWD,2015-03-17,0.03166661388897685
USD,2015-03-17,1.0
ZAR,2015-03-17,0.08071481036055306
AUD,2015-03-18,0.7652865998316369
CAD,2015-03-18,0.7829627309740057
CHF,2015-03-18,1.0047221943132725
CNY,2015-03-18,0.16054198975742104
CZK,2015-03-18,0.03891838037268242
DKK,2015-03-18,0.14276740334646792
EUR,2015-03-18,1.0643266265237186
GBP,2015-03-18,1.4686444411807902
HKD,2015-03-18,0.1288975393459739
HUF,2015-03-18,0.003500757038709621
ILS,2015-03-18,0.2485089463220676
INR,2015-03-18,0.01594926856654354
JPY,2015-03-18,0.008269930532583526
KRW,2015-03-18,0.0008864540949746918
MYR,2015-03-18,0.26972353337828725
NOK,2015-03-18,0.11968594408272692
NZD,2015-03-18,0.7362143856290951
PLN,2015-03-18,0.2569241046194954
RUB,2015-03-18,0.01640864079024014
SAR,2015-03-18,0.26660978991148554
SEK,2015-03-18,0.1142622089170228
SGD,2015-03-18,0.7197351374694113
THB,2015-03-18,0.030427506465845126
TRY,2015-03-18,0.38188344917131295
TWD,2015-03-18,0.031767714471782324
USD,2015-03-18,1.0
ZAR,2015-03-18,0.0811108948153916
AUD,2015-03-19,0.7617886798202179
CAD,2015-03-19,0.7846829880728186
CHF,2015-03-19,1.0078613182826044
CNY,2015-03-19,0.1614074731660076
CZK,2015-03-19,0.03869504819468253
DKK,2015-03-19,0.14255370710915338
EUR,2015-03-19,1.0621502209131073
GBP,2015-03-19,1.4727540500736376
HKD,2015-03-19,0.12886431875877888
HUF,2015-03-19,0.003498122907247971
ILS,2015-03-19,0.2480281760007937
INR,2015-03-19,0.0159821000479463
JPY,2015-03-19,0.008270614506657845
KRW,2015-03-19,0.0008911544014115883
MYR,2015-03-19,0.26994196247806723
NOK,2015-03-19,0.12353457114973625
NZD,2015-03-19,0.7376263185070444
PLN,2015-03-19,0.2575394679234593
RUB,2015-03-19,0.016712263291680803
SAR,2015-03-19,0.26660978991148554
SEK,2015-03-19,0.11504832029452368
SGD,2015-03-19,0.7195279896387969
THB,2015-03-19,0.030529690123645238
TRY,2015-03-19,0.3838034926117828
TWD,2015-03-19,0.031765191702931926
USD,2015-03-19,1.0
ZAR,2015-03-19,0.08109445070673814
AUD,2015-03-20,0.7759155803848542
CAD,2015-03-20,0.7939658594680429
CHF,2015-03-20,1.0237510237510237
CNY,2015-03-20,0.1611941260860454
CZK,2015-03-20,0.039265730833415134
DKK,2015-03-20,0.1447178002894356
EUR,2015-03-20,1.0790808713816769
GBP,2015-03-20,1.4920919128618322
HKD,2015-03-20,0.12887760493858982
HUF,2015-03-20,0.003538961130882107
ILS,2015-03-20,0.24645717806531114
INR,2015-03-20,0.01602307322544464
JPY,2015-03-20,0.008313934153641503
KRW,2015-03-20,0.0008972834742816125
MYR,2015-03-20,0.2680246582685607
NOK,2015-03-20,0.12427454732996135
NZD,2015-03-20,0.7555152614082804
PLN,2015-03-20,0.26083781104908965
RUB,2015-03-20,0.016855135169756494
SAR,2015-03-20,0.26660268202298115
SEK,2015-03-20,0.1156564079432821
SGD,2015-03-20,0.7232749891508752
THB,2015-03-20,0.030656039239730225
TRY,2015-03-20,0.388078236572493
TWD,2015-03-20,0.03183496752833312
USD,2015-03-20,1.0
ZAR,2015-03-20,0.08304268393954492
AUD,2015-03-23,0.7848061528802386
CAD,2015-03-23,0.7989773090444231
CHF,2015-03-23,1.034126163391934
CNY,2015-03-23,0.16093988895147662
CZK,2015-03-23,0.039963393531525115
DKK,2015-03-23,0.14655235582911996
EUR,2015-03-23,1.092905153099328
GBP,2015-03-23,1.4936519790888725
HKD,2015-03-23,0.12893908917427407
HUF,2015-03-23,0.003601489431969485
ILS,2015-03-23,0.25221953188054885
INR,2015-03-23,0.016069419893941828
JPY,2015-03-23,0.008350730688935281
KRW,2015-03-23,0.0009023886226842453
MYR,2015-03-23,0.27056277056277056
NOK,2015-03-23,0.12680378382490934
NZD,2015-03-23,0.7621951219512196
PLN,2015-03-23,0.2660069693825978
RUB,2015-03-23,0.017024464154990718
SAR,2015-03-23,0.26663111585121985
SEK,2015-03-23,0.1176415227518705
SGD,2015-03-23,0.7314753858532661
THB,2015-03-23,0.030769230769230767
TRY,2015-03-23,0.3924954863019075
TWD,2015-03-23,0.03195500734965169
USD,2015-03-23,1.0
ZAR,2015-03-23,0.08398773779028262
AUD,2015-03-24,0.7869058860560277
CAD,2015-03-24,0.79923273657289
CHF,2015-03-24,1.0428616122640526
CNY,2015-03-24,0.1611707442864971
CZK,2015-03-24,0.03975653100413072
